city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Panchkula,Haryana,Haryana,2020,10,55.56786435786436,good,93.1,,insufficient,0.0,9.906803394625177,good,95.0,20.155728429985857,good,95.0,18.73994342291372,good,95.0,9.087096317280455,good,94.9,0.7080480905233381,good,95.0,42.29332390381896,good,95.0,2.678359264497878,good,95.0,3.9752616690240457,good,95.0,0.9196746817538898,good,95.0,0.8594908062234794,good,95.0,0.9094342291371995,good,95.0,0.7438401697312588,good,95.0,170.68582743988685,good,95.0,57.35560906515582,good,94.9,21.7693059490085,good,94.9,186.18571834992886,good,94.5,737.2805524079321,good,94.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2020,11,80.46138655462185,good,99.2,,insufficient,0.0,8.570431754874651,good,99.7,20.620793871866294,good,99.7,17.766476323119775,good,99.7,6.998185654008439,good,98.8,0.973690807799443,good,99.7,33.8765014164306,good,98.1,3.16824512534819,good,99.7,3.306810584958217,good,99.7,1.4367966573816155,good,99.7,1.5112116991643456,good,99.7,1.3380640668523678,good,99.7,0.9003690807799444,good,99.7,180.98643454038998,good,99.7,66.75196378830084,good,99.7,15.92848189415042,good,99.7,203.72132681564247,good,99.4,737.6064066852366,good,99.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2020,12,94.04595959595959,good,93.1,,insufficient,0.0,9.197669064748201,good,93.4,25.174158273381295,good,93.4,19.82451798561151,good,93.4,8.227726618705034,good,93.4,0.4368776978417266,good,93.4,29.860892086330935,good,93.4,4.649208633093525,good,93.4,2.677453237410072,good,93.4,2.3785611510791367,good,93.4,1.9771654676258992,good,93.4,1.9775539568345326,good,93.4,1.0713956834532374,good,93.4,177.2672086330935,good,93.4,78.92141007194245,good,93.4,12.215741007194243,good,93.4,179.4515107913669,good,93.4,737.51,good,93.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,1,73.33709627329192,good,86.6,,insufficient,0.0,9.152622282608695,good,98.9,24.66451086956522,good,98.9,19.6616960651289,good,99.1,7.285714285714286,good,98.8,0.6428629579375849,good,99.1,105.93398097826088,good,98.9,4.638738127544098,good,99.1,2.6724830393487107,good,99.1,2.375733695652174,good,98.9,1.978858695652174,good,98.9,1.981086956521739,good,98.9,1.1088331071913162,good,99.1,176.93754076086955,good,98.9,88.1844429347826,good,98.9,11.281657608695651,good,98.9,175.72086956521738,good,98.9,737.9670516304348,good,98.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,2,53.64922580645162,good,92.3,,insufficient,0.0,9.14338905775076,good,97.9,24.645394321766563,good,94.3,19.70496960486322,good,97.9,8.192531645569622,good,94.0,0.72324200913242,good,97.8,33.6710719754977,good,97.2,4.64887537993921,good,97.9,2.6819452887537993,good,97.9,2.3785714285714286,good,97.9,1.9823252279635257,good,97.9,1.9780851063829785,good,97.9,0.8749544072948329,good,97.9,168.0203039513678,good,97.9,72.60682370820669,good,97.9,15.507902735562311,good,97.9,147.28452887537995,good,97.9,736.7332370820668,good,97.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,3,50.40220815752461,good,95.6,,insufficient,0.0,7.749663978494624,good,100.0,29.24686827956989,good,100.0,22.856357526881723,good,100.0,7.8790713324360695,good,99.9,0.4956048387096774,good,100.0,32.525262449528945,good,99.9,2.811290322580645,good,100.0,2.926922043010753,good,100.0,2.109596774193548,good,100.0,1.695766129032258,good,100.0,1.0599193548387096,good,100.0,1.0746908602150538,good,100.0,159.50454301075268,good,100.0,52.94293010752687,good,100.0,20.491612903225803,good,100.0,164.8712634408602,good,100.0,736.0356048387097,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,4,38.095643564356436,good,98.2,,insufficient,0.0,9.575375,good,100.0,29.82988888888889,good,100.0,21.66547222222222,good,100.0,7.829569444444444,good,100.0,0.5558333333333333,good,100.0,23.225291666666667,good,100.0,2.6498611111111114,good,100.0,2.9481249999999997,good,100.0,2.0850416666666667,good,100.0,1.6690416666666668,good,100.0,0.9794861111111112,good,100.0,0.9874722222222222,good,100.0,161.30205555555554,good,100.0,41.491277777777775,good,100.0,23.65197222222222,good,100.0,250.3962222222222,good,100.0,736.672875,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,5,38.03338905775076,good,88.4,,insufficient,0.0,9.767047353760445,good,96.5,29.503551532033423,good,96.5,21.05093314763231,good,96.5,9.330208913649026,good,96.5,0.535676429567643,good,96.4,25.271378830083563,good,96.5,2.64491643454039,good,96.5,2.942548746518106,good,96.5,2.085292479108635,good,96.5,1.6670891364902507,good,96.5,0.9773119777158775,good,96.5,0.967876044568245,good,96.5,194.86274373259056,good,96.5,53.82385793871866,good,96.5,25.301545961002788,good,96.5,206.77446304044628,good,96.4,736.7120055710305,good,96.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,6,37.04631884057971,good,95.8,,insufficient,0.0,10.116333333333332,good,100.0,29.874125000000003,good,100.0,21.390902777777775,good,100.0,7.367468706536855,good,99.9,0.5696388888888889,good,100.0,23.955680555555556,good,100.0,2.6420416666666666,good,100.0,2.944847222222222,good,100.0,2.0833194444444443,good,100.0,1.665875,good,100.0,0.9757499999999999,good,100.0,0.8210694444444444,good,100.0,199.80443055555557,good,100.0,66.3733888888889,good,100.0,26.498375000000003,good,100.0,187.5840807799443,good,99.7,740.0987083333332,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,7,38.26091549295775,good,95.4,,insufficient,0.0,8.382861035422344,good,98.7,22.282861035422343,good,98.7,21.570572207084467,good,98.7,8.29057220708447,good,98.7,0.5573097826086957,good,98.9,35.788188010899184,good,98.7,2.46375,good,98.9,2.7344021739130437,good,98.9,1.8858423913043478,good,98.9,1.522459239130435,good,98.9,0.8636277173913044,good,98.9,0.8308559782608695,good,98.9,218.82572010869566,good,98.9,80.19414402173913,good,98.9,26.09625,good,98.9,227.96093023255816,good,98.3,744.4474592391304,good,98.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,8,33.17747352496218,good,88.8,,insufficient,0.0,9.261903409090909,good,94.6,18.39734375,good,94.6,23.23035511363636,good,94.6,7.493601147776183,good,93.7,0.5271306818181819,good,94.6,45.48259943181819,good,94.6,1.6484943181818181,good,94.6,1.7777698863636366,good,94.6,0.9799005681818183,good,94.6,0.8588210227272726,good,94.6,0.3491761363636364,good,94.6,0.7395312500000002,good,94.6,207.94504261363636,good,94.6,89.95517045454545,good,94.6,24.81654829545454,good,94.6,205.55421875,good,94.6,744.4868039772726,good,94.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,9,31.056933744221876,good,90.1,,insufficient,0.0,10.346731054977711,good,93.5,16.378959881129273,good,93.5,23.603150074294202,good,93.5,7.9560394537177554,good,91.5,0.7266220238095238,good,93.3,51.520683506686474,good,93.5,1.6463893016344724,good,93.5,1.7745913818722139,good,93.5,0.9788261515601783,good,93.5,0.857667161961367,good,93.5,0.3487964338781575,good,93.5,0.7075037147102526,good,93.5,219.29384843982172,good,93.5,88.66487369985141,good,93.5,24.10729569093611,good,93.5,140.95239227340267,good,93.5,743.4547845468054,good,93.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,10,52.63607692307692,good,87.4,,insufficient,0.0,10.543481595092024,good,87.6,16.469418070444107,good,87.8,23.561026033690656,good,87.8,6.518822605965465,good,85.6,0.4907515337423313,good,87.6,48.25473200612558,good,87.8,1.6666768759571209,good,87.8,1.8023889739663095,good,87.8,0.9659571209800919,good,87.8,0.8656508422664625,good,87.8,0.36586523736600307,good,87.8,1.1030781010719757,good,87.8,194.6734762633997,good,87.8,75.42614088820828,good,87.8,21.220750382848394,good,87.8,169.4825574272588,good,87.8,743.2261868300152,good,87.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,11,62.76797395079595,good,96.0,,insufficient,0.0,10.609407514450867,good,96.1,17.829335260115606,good,96.1,24.34684971098266,good,96.1,12.261454545454546,good,84.0,0.6327023121387284,good,96.1,25.42135838150289,good,96.1,0.8097109826589595,good,96.1,1.0340462427745665,good,96.1,0.4542774566473989,good,96.1,0.5285115606936416,good,96.1,0.4633815028901734,good,96.1,0.5838872832369941,good,96.1,198.52632947976878,good,96.1,63.177514450867044,good,96.1,16.455563583815028,good,96.1,105.23932080924854,good,96.1,742.6554190751446,good,96.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2021,12,73.73481132075472,good,99.7,,insufficient,0.0,11.638951612903226,good,100.0,16.313870967741938,good,100.0,26.692916666666665,good,100.0,20.4971964017991,good,89.7,0.32174731182795696,good,100.0,22.097567204301072,good,100.0,0.5311290322580645,good,100.0,0.9506720430107526,good,100.0,0.34946236559139787,good,100.0,0.6300672043010752,good,100.0,0.22993279569892472,good,100.0,0.9146908602150537,good,100.0,181.0883064516129,good,100.0,73.23412634408602,good,100.0,12.568763440860215,good,100.0,114.95059139784945,good,100.0,743.2775403225806,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,1,85.73874831763122,good,99.9,,insufficient,0.0,9.43207267833109,good,99.9,17.528896366083448,good,99.9,25.41557200538358,good,99.9,19.92935578330893,good,91.8,0.3561911170928667,good,99.9,24.44956931359354,good,99.9,0.7402018842530284,good,99.9,0.9345087483176311,good,99.9,2.1292597577388963,good,99.9,2.4597308209959627,good,99.9,0.3340242261103634,good,99.9,0.8334589502018842,good,99.9,169.23236877523553,good,99.9,91.14939434724091,good,99.9,10.877604306864065,good,99.9,62.26158815612382,good,99.9,743.4621938088828,good,99.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,2,58.37253067484662,good,97.0,,insufficient,0.0,7.990168711656442,good,97.0,19.329203675344566,good,97.2,25.372327718223584,good,97.2,25.587783417935704,good,87.9,0.33116385911179175,good,97.2,33.421500765696784,good,97.2,0.9293721286370598,good,97.2,0.9603369065849922,good,97.2,0.6323736600306278,good,97.2,0.4280857580398162,good,97.2,0.3234303215926493,good,97.2,1.5117534456355284,good,97.2,184.3943797856049,good,97.2,74.56563552833079,good,97.2,13.368223583460951,good,97.2,90.70206738131701,good,97.2,743.0271362940275,good,97.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,3,76.4160579710145,good,92.7,,insufficient,0.0,5.316096,good,84.0,23.45663987138264,good,83.6,24.533376,good,84.0,37.308780487804874,good,77.2,0.2705377906976744,good,92.5,32.62952034883721,good,92.5,0.9954637681159418,good,92.7,0.7025507246376812,good,92.7,0.9341159420289854,good,92.7,0.6773768115942029,good,92.7,0.5831884057971014,good,92.7,1.5917463768115943,good,92.7,166.49753623188406,good,92.7,61.84701449275363,good,92.7,21.337115942028987,good,92.7,124.1308115942029,good,92.7,742.172768115942,good,92.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,4,78.36434720229556,good,96.8,,insufficient,0.0,8.110300859598853,good,96.9,27.550372492836676,good,96.9,26.101575931232095,good,96.9,31.1637072243346,good,73.1,0.5265136298421808,good,96.8,30.170487804878046,good,96.8,1.1367194928684627,good,87.6,0.9170839936608559,good,87.6,0.7819334389857369,good,87.6,0.548985736925515,good,87.6,0.528256735340729,good,87.6,2.0434885386819484,good,96.9,181.90975644699142,good,96.9,39.29643266475645,good,96.9,26.43492836676218,good,96.9,103.7671346704871,good,96.9,741.4981088825216,good,96.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,5,72.34242339832869,good,96.5,,insufficient,0.0,9.332839838492598,good,99.9,25.94577388963661,good,99.9,23.980363391655455,good,99.9,8.955623987034036,good,82.9,0.28772237196765493,good,99.7,15.206280323450137,good,99.7,1.0027860026917899,good,99.9,1.0549663526244952,good,99.9,0.776056527590848,good,99.9,0.4807940780619112,good,99.9,0.30563930013458956,good,99.9,1.7543808882907135,good,99.9,219.39650067294752,good,99.9,51.51827725437416,good,99.9,27.25808882907133,good,99.9,139.06053835800807,good,99.9,742.6021803499327,good,99.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,6,59.92185393258427,good,98.9,,insufficient,0.0,8.476750000000001,good,100.0,24.47152990264256,good,99.9,22.38526388888889,good,100.0,4.806731448763251,good,78.6,0.5643750000000001,good,100.0,15.697444444444445,good,100.0,0.9501527777777778,good,100.0,1.0368055555555555,good,100.0,0.8081250000000002,good,100.0,0.5499861111111112,good,100.0,0.36297222222222225,good,100.0,1.1549513888888887,good,100.0,185.75449999999998,good,100.0,54.668597222222225,good,100.0,28.144916666666667,good,100.0,132.13602777777777,good,100.0,742.6718472222221,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,7,26.422772543741587,good,99.9,,insufficient,0.0,7.643337819650068,good,99.9,23.499528936742937,good,99.9,21.058775235531627,good,99.9,18.261750405186387,good,82.9,0.4463292847503374,good,99.6,14.481157469717362,good,99.9,0.942099596231494,good,99.9,1.0348452220726783,good,99.9,0.8132705248990578,good,99.9,0.5597981157469717,good,99.9,0.3715881561238224,good,99.9,0.443835800807537,good,99.9,233.72300134589503,good,99.9,87.6406729475101,good,99.9,25.336177658142663,good,99.9,171.63574525745256,good,99.2,744.9808479138627,good,99.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,8,25.9750346740638,good,96.9,,insufficient,0.0,7.6586522911051205,good,99.7,23.514724091520865,good,99.9,21.00650067294751,good,99.9,6.425798898071625,good,97.6,0.38698347107438014,good,97.6,14.40114401076716,good,99.9,0.9434051144010768,good,99.9,1.0317092866756392,good,99.9,0.8132570659488559,good,99.9,0.5591251682368775,good,99.9,0.37051144010767173,good,99.9,0.36829744279946164,good,99.9,217.3961507402423,good,99.9,87.99395693135936,good,99.9,25.385329744279947,good,99.9,106.1864199192463,good,99.9,743.9282907133244,good,99.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,9,26.668966049382714,good,90.0,,insufficient,0.0,7.644587412587412,good,99.3,23.529818181818182,good,99.3,21.05397202797203,good,99.3,6.78893525179856,good,96.5,0.6005314685314685,good,99.3,15.585119549929678,good,98.8,0.9415384615384617,good,99.3,1.0333006993006992,good,99.3,0.8123076923076923,good,99.3,0.5590909090909091,good,99.3,0.3704755244755245,good,99.3,0.42055244755244753,good,99.3,208.61795804195805,good,99.3,87.2547132867133,good,99.3,23.850377622377618,good,99.3,80.4433613445378,good,99.2,743.5134685314686,good,99.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,10,42.36892709766162,good,97.7,,insufficient,0.0,7.279637096774192,good,100.0,23.498642473118277,good,100.0,20.310915208613725,good,99.9,7.156615811373093,good,96.9,0.6368010752688171,good,100.0,19.05466397849462,good,100.0,0.9641263440860214,good,100.0,1.0150940860215054,good,100.0,0.7964199192462988,good,99.9,0.5735262449528936,good,99.9,0.363149394347241,good,99.9,0.6176312247644683,good,99.9,206.06882907133246,good,99.9,75.20835800807536,good,99.9,20.80916554508748,good,99.9,101.71502018842531,good,99.9,743.2045087483177,good,99.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,11,63.62233657858136,good,99.9,,insufficient,0.0,6.698609179415856,good,99.9,21.856578581363006,good,99.9,19.881821974965227,good,99.9,7.23998583569405,good,98.1,0.45554317548746515,good,99.7,22.37389429763561,good,99.9,1.1527196652719665,good,99.6,0.9608089260808927,good,99.6,0.7592737430167598,good,99.4,0.6246648044692737,good,99.4,0.32945544554455447,good,84.2,0.7849443671766342,good,99.9,187.59643949930464,good,99.9,70.32662030598053,good,99.9,16.797176634214185,good,99.9,44.68057023643949,good,99.9,742.1294993045897,good,99.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2022,12,79.36420838971584,good,99.3,,insufficient,0.0,7.9572702702702705,good,99.5,23.316972972972973,good,99.5,21.670081081081083,good,99.5,7.031353179972936,good,99.3,0.3702165087956698,good,99.3,24.487945945945942,good,99.5,1.054391891891892,good,99.5,1.0337972972972973,good,99.5,0.7886486486486485,good,99.5,0.6604324324324324,good,99.5,0.3450675675675675,good,99.5,1.1187364864864866,good,99.5,170.11495945945947,good,99.5,80.4628918918919,good,99.5,12.212932432432432,good,99.5,67.00531165311654,good,99.2,742.9777027027027,good,99.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2023,1,77.10194254445965,good,98.3,,insufficient,0.0,8.455443548387096,good,100.0,22.049057873485868,good,99.9,20.242930107526877,good,100.0,7.275668016194333,good,99.6,0.8897715053763441,good,100.0,22.260120967741933,good,100.0,1.0556720430107527,good,100.0,1.0330510752688173,good,100.0,0.7873790322580645,good,100.0,0.6589650537634409,good,100.0,0.3450940860215054,good,100.0,1.1405779569892471,good,100.0,161.40845430107524,good,100.0,87.19157258064516,good,100.0,10.499220430107526,good,100.0,45.04470430107527,good,100.0,743.0440860215054,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2023,2,49.84208064516129,good,92.3,,insufficient,0.0,8.623899082568808,good,97.3,21.625664122137405,good,97.5,19.789083969465647,good,97.5,9.384124031007753,good,96.0,1.3773282442748092,good,97.5,20.81624427480916,good,97.5,1.0510839694656486,good,97.5,1.0319541984732823,good,97.5,0.7876641221374046,good,97.5,0.6592519083969467,good,97.5,0.3457709923664122,good,97.5,0.5987480916030533,good,97.5,169.6074006116208,good,97.3,65.48316030534352,good,97.5,16.299618320610687,good,97.5,38.01111450381679,good,97.5,741.8278320610686,good,97.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
Panchkula,Haryana,Haryana,2023,3,41.53713704206242,good,99.1,,insufficient,0.0,8.261078167115903,good,99.7,20.923041722745626,good,99.9,20.10900269541779,good,99.7,8.056523605150215,good,94.0,1.8252964959568732,good,99.7,21.074636118598384,good,99.7,1.035822102425876,good,99.7,1.0236522911051211,good,99.7,0.7881266846361186,good,99.7,0.6674932614555256,good,99.7,0.3538140161725067,good,99.7,1.169811320754717,good,99.7,164.92659029649596,good,99.7,65.71956873315364,good,99.7,18.9205525606469,good,99.7,73.06629380053909,good,99.7,742.3503504043127,good,99.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,1
